대표감정,세부감정,대화,text,rep_emotion
불안,공포,이젠 내 마음이 완전히 붕괴된 것 같아.,,
불안,공포,내일 아침까지 이 고통을 견딜 수 있을지 모르겠어.,,
불안,공포,이젠 내가 이 세상에서 가장 외로운 사람 같아.,,
불안,공포,내가 가진 모든 것이 나를 배신한 것 같아.,,
불안,공포,이젠 모든 것을 포기하고 싶다는 생각만 들어.,,
불안,공포,이 끔찍한 상황이 언제쯤 끝날지 알 수가 없어.,,
불안,공포,이젠 내가 숨 쉬는 것조차 사치인 것 같아.,,
불안,공포,내 삶이 이렇게 허무하게 끝날 줄은 몰랐어.,,
불안,공포,내가 가진 이 모든 것이 저주받은 것 같아.,,
불안,공포,이젠 내 눈물도 말라버릴 것 같아.,,
불안,공포,이젠 아무도 나에게 기대하지 않을 것 같아.,,
불안,공포,이젠 내가 가진 모든 것이 나를 괴롭히는 도구가 되었어.,,
불안,공포,이젠 이 세상이 나를 영원히 용서하지 않을 것 같아.,,
불안,공포,내가 가진 모든 것을 스스로 파괴하고 싶어.,,
불안,예민,작은 소리에도 깜짝 놀라서 몸이 굳어버렸어.,,
불안,예민,너의 사소한 말투 하나하나가 신경을 긁는 것 같아.,,
불안,예민,요즘은 잠을 제대로 못 자서 모든 감각이 날카로워.,,
불안,예민,누가 나를 비난하는 것 같아서 자꾸 주변을 살피게 돼.,,
불안,예민,내 마음이 유리처럼 깨지기 쉬운 상태인 것 같아.,,
불안,예민,온도 변화에도 민감하게 반응해서 옷을 계속 갈아입게 돼.,,
불안,예민,별것 아닌 일에도 쉽게 짜증이 나서 나 스스로도 힘들어.,,
불안,예민,오늘은 누군가와 이야기할 기분조차 아니야. 혼자 있게 해줘.,,
불안,예민,모든 것이 내 의도를 방해하는 것처럼 느껴져서 화가 나.,,
불안,예민,시계 초침 소리가 너무 크게 들려서 집중을 못 하겠어.,,
불안,예민,혹시 내가 오해를 산 건 아닌지 머릿속이 복잡해.,,
불안,예민,괜히 아무 이유 없이 눈물이 날 것 같아.,,
불안,예민,내 피부에 닿는 모든 감촉이 거슬리고 불편해.,,
불안,예민,다른 사람들이 나를 쳐다보는 것 같아서 몸둘 바를 모르겠어.,,
불안,예민,아주 작은 실수도 용납할 수 없을 만큼 완벽주의자가 되었어.,,
불안,예민,내가 가진 모든 것들이 나를 비웃는 것 같아.,,
불안,예민,내 마음이 불안정해서 어떤 것도 제대로 판단할 수가 없어.,,
불안,예민,냄새에 너무 민감해져서 머리가 아파.,,
불안,예민,누가 내 사생활을 엿보는 것 같아서 불쾌해.,,
불안,예민,오늘은 모든 것이 나에게 적대적인 것처럼 느껴진다.,,
불안,예민,이젠 내가 뭘 해야 할지 순서를 잊어버릴 정도로 정신없어.,,
불안,예민,너의 작은 움직임 하나에도 깜짝 놀라게 돼.,,
불안,예민,나는 늘 남들의 반응을 과도하게 의식하게 돼.,,
불안,예민,내 머릿속이 너무 시끄러워서 아무 소리도 듣기 싫어.,,
불안,예민,이젠 내 몸이 나를 따라주지 않는 것 같아 힘들어.,,
불안,예민,내가 왜 이렇게 사소한 일에 집착하는지 모르겠어.,,
불안,예민,주변의 모든 잡음이 나에게는 소음 공해처럼 들려.,,
불안,예민,누가 나에게 손가락질하는 것 같아서 가슴이 철렁해.,,
불안,예민,이젠 내 기분을 나 스스로도 통제할 수가 없어.,,
불안,예민,모든 것이 나를 압박하는 것처럼 느껴져서 숨이 막혀.,,
불안,예민,내 신경이 실오라기처럼 끊어지기 직전인 것 같아.,,
불안,예민,누가 나에게 장난치는 것 같아서 자꾸 의심하게 돼.,,
불안,예민,이젠 내가 가진 모든 것이 불만족스럽게 느껴져.,,
불안,예민,작은 실수 하나에도 세상이 무너지는 것 같아.,,
불안,예민,나는 늘 주변 사람들의 감정까지 읽으려고 애쓰게 돼.,,
불안,예민,오늘따라 내 옷차림이 너무 불편하고 거슬려.,,
불안,예민,이젠 모든 것이 나를 시험하는 것 같아서 괴로워.,,
불안,예민,내 머릿속이 너무 빨리 돌아가서 어지러워.,,
불안,예민,누가 나를 따라오는 것 같아서 뒤를 자꾸 확인해.,,
불안,예민,이젠 내 모든 감정을 꽁꽁 숨기고 싶어.,,
불안,예민,나는 늘 내 자신의 행동을 끊임없이 검열하게 돼.,,
불안,예민,이젠 작은 빛에도 눈이 부셔서 견딜 수가 없어.,,
불안,예민,누가 나에게 거짓말하는 것 같아서 아무도 믿을 수 없어.,,
불안,예민,내 주변의 모든 것이 나를 자극하고 괴롭히는 것 같아.,,
불안,예민,이젠 내 마음이 너무 약해져서 아무것도 할 수가 없어.,,
불안,예민,나는 늘 남들의 말투에서 숨겨진 의도를 찾으려고 해.,,
불안,예민,이젠 내 몸의 작은 통증도 크게 느껴져서 무서워.,,
불안,예민,누가 내 물건에 손대는 것 같아서 몹시 불쾌해.,,
불안,예민,모든 것이 내 의지와 상관없이 돌아가는 것 같아.,,
불안,예민,이젠 내가 뭘 원하는지 나 스스로도 알 수가 없어.,,
불안,예민,나는 늘 내가 하는 모든 일에 비판적이야.,,
불안,예민,이젠 내 발소리조차 너무 크게 들려서 거슬려.,,
불안,예민,누가 나에게 사인을 주는 것 같아서 의미를 해석하려 해.,,
불안,예민,내 주변의 모든 색깔이 너무 강렬하게 느껴져.,,
불안,예민,이젠 내 마음이 너무 쉽게 상처받는 것 같아.,,
불안,예민,나는 늘 내가 한 말 때문에 후회하고 자책하게 돼.,,
불안,예민,이젠 작은 바람에도 크게 흔들릴 것 같아.,,
불안,예민,누가 내 이름을 부르는 것 같아서 자꾸 되돌아봐.,,
불안,예민,모든 것이 내가 통제할 수 없는 영역에 있는 것 같아.,,
불안,예민,이젠 내 자신의 능력에 대해 끊임없이 의심해.,,
불안,예민,나는 늘 다른 사람의 기분을 맞춰주려고 애쓰게 돼.,,
불안,예민,이젠 내 주변의 모든 냄새가 나를 괴롭히는 것 같아.,,
불안,예민,누가 나에게 등을 돌리는 것 같아서 마음이 아파.,,
불안,예민,모든 것이 나에게 불리하게 돌아가는 것 같아.,,
불안,예민,이젠 내 마음속에 어떤 평화도 남아있지 않은 것 같아.,,
불안,예민,나는 늘 내가 가진 모든 것에 대해 죄책감을 느껴.,,
불안,예민,이젠 내 목소리조차 듣기 싫을 만큼 신경질적이야.,,
불안,예민,누가 나를 평가하는 것 같아서 모든 행동이 부자연스러워.,,
불안,예민,모든 것이 내가 원하는 대로 되지 않을까 봐 마음이 급해.,,
불안,예민,이젠 내 모든 감정을 숨기는 데 지쳤어.,,
불안,예민,나는 늘 내가 다른 사람보다 부족하다고 느껴.,,
불안,예민,이젠 내 몸의 작은 불편함도 크게 느껴져서 힘들어.,,
불안,예민,누가 나에게 거짓말을 하는 것 같아서 불신만 가득해.,,
불안,예민,모든 것이 나에게 위협으로 다가오는 것 같아.,,
불안,예민,이젠 내 삶의 모든 부분이 다 불만족스러워.,,
불안,예민,나는 늘 내가 남들에게 짐이 될까 봐 염려돼.,,
불안,예민,이젠 내 주변의 모든 것들이 나를 옥죄는 것 같아.,,
불안,예민,누가 나에게 무언가를 숨기고 있는 것 같아 불안해.,,
불안,예민,모든 것이 내가 예상했던 것과 다르게 흘러가고 있어.,,
불안,예민,이젠 내 자신의 존재 이유에 대해 끊임없이 질문해.,,
불안,예민,나는 늘 내가 하는 말과 행동에 대해 자책하게 돼.,,
불안,예민,이젠 내 숨소리마저 거슬려서 조용히 있고 싶어.,,
불안,예민,누가 나에게 기대하는 것이 너무 많은 것 같아.,,
불안,예민,모든 것이 나에게 불가능한 일처럼 느껴져.,,
불안,예민,이젠 내 마음이 너무 날카로워져서 상처만 주고받는 것 같아.,,
불안,예민,나는 늘 내가 남들에게 피해를 줄까 봐 두려워.,,
불안,예민,이젠 내 몸의 작은 움직임도 크게 느껴져서 조심스러워.,,
불안,예민,누가 나를 조종하는 것 같아서 모든 것이 의심스러워.,,
불안,예민,모든 것이 내가 바라던 대로 되지 않을까 봐 초조해.,,
불안,예민,이젠 내 삶의 모든 부분이 다 예민하게 느껴져.,,
불안,예민,나는 늘 나 자신을 끊임없이 몰아세우게 돼.,,
불안,예민,이젠 작은 일에도 격렬하게 반응해서 나 스스로도 놀라.,,
불안,예민,누가 나에게 무관심한 것 같아서 외로움이 밀려와.,,
불안,예민,모든 것이 내가 감당할 수 없을 만큼 복잡하게 얽혀 있어.,,
불안,예민,이젠 내 마음이 너무 지쳐서 아무것도 느끼고 싶지 않아.,,
불안,예민,나는 늘 내가 가진 것에 대해 충분히 만족하지 못해.,,
불안,예민,이젠 내 주변의 모든 것이 나를 비웃는 것 같아.,,
불안,예민,누가 나에게 등을 돌릴까 봐 두려워서 잠이 안 와.,,
불안,예민,모든 것이 내가 예상했던 최악의 시나리오로 가고 있어.,,
불안,예민,이젠 내 존재 자체가 나에게는 가장 큰 괴로움이야.,,
불안,의심,혹시 네가 나에게 숨기는 이야기가 있는 건 아닐까?,,
불안,의심,이 프로젝트가 정말 성공할 수 있을지 확신이 서지 않아.,,
불안,의심,그의 말에 진심이 담겨 있는지 계속 곱씹어보게 돼.,,
불안,의심,내가 지금 제대로 된 길을 가고 있는 건지 알 수가 없어.,,
불안,의심,나는 내 판단을 믿지 못하겠어. 뭔가 놓친 것 같아.,,
불안,의심,이 사람들의 친절이 나에게 무슨 대가를 요구할까 봐 무서워.,,
불안,의심,내가 본 것이 진짜 현실인지 자꾸만 되짚어보게 돼.,,
불안,의심,이젠 내 기억력조차 믿을 수가 없어서 답답해.,,
불안,의심,그가 나를 정말로 좋아하는 건지 아니면 이용하는 건지 모르겠어.,,
불안,의심,이 상황이 너무 순조로워서 오히려 불길한 예감이 들어.,,
불안,의심,혹시 이 계약서에 숨겨진 함정이 있는 건 아닐까?,,
불안,의심,나는 내 능력으로 이룰 수 없는 결과를 얻은 것 같아.,,
불안,의심,모두가 나를 비웃고 있는 건 아닌지 자꾸만 주위를 살피게 돼.,,
불안,의심,너의 표정이 왠지 모르게 평소와 달라서 신경 쓰여.,,
불안,의심,이젠 내 감정조차도 믿을 수 없을 만큼 혼란스러워.,,
불안,의심,내가 들은 정보가 정확한 건지 여러 번 확인해야겠어.,,
불안,의심,그들이 나에게 왜 이렇게 잘해주는지 미심쩍어.,,
불안,의심,이젠 내 삶의 모든 관계에 회의감이 들기 시작했어.,,
불안,의심,내가 이 자리에 어울리는 사람인지 끊임없이 질문해.,,
불안,의심,내 미래가 내가 바라는 대로 흘러갈지 자신이 없어.,,
불안,의심,혹시 나만 이 중요한 사실을 모르고 있는 건 아닐까?,,
불안,의심,너의 말이 앞뒤가 맞지 않아서 계속 캐묻게 돼.,,
불안,의심,이젠 내 눈으로 본 것조차도 믿기 힘든 상황이야.,,
불안,의심,나는 늘 다른 사람의 숨겨진 의도를 파악하려고 애써.,,
불안,의심,이젠 이 세상이 나에게 어떤 진실도 보여주지 않는 것 같아.,,
불안,의심,혹시 이 모든 것이 나를 속이려는 거대한 계획은 아닐까?,,
불안,의심,내 자신이 완벽하게 해내지 못할까 봐 초조해.,,
불안,의심,너는 나에게 왜 이렇게 비밀이 많은 거야? 답답해.,,
불안,의심,이젠 내가 가진 모든 것이 한순간에 사라질 것 같아.,,
불안,의심,그가 갑자기 연락을 끊은 이유가 뭔지 자꾸만 생각하게 돼.,,
불안,의심,나는 늘 내 행동에 대해 다른 사람들의 평가를 신경 써.,,
불안,의심,이젠 내 주변의 모든 사람들이 나를 속이는 것 같아.,,
불안,의심,혹시 내가 심각한 착각 속에 살고 있는 건 아닐까?,,
불안,의심,너의 행동이 나에게는 너무 불확실하게 느껴져.,,
불안,의심,이젠 내 머릿속의 생각조차 믿을 수가 없어.,,
불안,의심,이 프로젝트에 너무 많은 돈을 투자하는 게 아닌지 염려돼.,,
불안,의심,나는 늘 나 자신을 끊임없이 비판하고 재단하게 돼.,,
불안,의심,혹시 이 약속이 지켜지지 않을까 봐 불안해서 잠이 안 와.,,
불안,의심,너의 말과 행동이 일치하지 않아서 혼란스러워.,,
불안,의심,이젠 내 삶의 모든 기반이 흔들리는 것 같아.,,
불안,의심,이 일이 성공할 확률이 얼마나 될지 모르겠어.,,
불안,의심,나는 늘 내가 가진 것에 대해 충분히 만족하지 못해.,,
불안,의심,혹시 이 결과가 조작된 건 아닌지 의혹이 들어.,,
불안,의심,너의 눈빛이 나에게 뭔가 숨기고 있다고 말하는 것 같아.,,
불안,의심,이젠 내 능력을 믿을 수 없어서 새로운 도전을 피하게 돼.,,
불안,의심,나는 늘 다른 사람들이 나에게 실망할까 봐 두려워.,,
불안,의심,이젠 내가 가진 모든 재산이 불안하게 느껴져.,,
불안,의심,혹시 이 상황이 내가 감당할 수 없을 만큼 커지는 건 아닐까?,,
불안,의심,너는 나에게 진정한 친구가 맞는 건지 모르겠어.,,
불안,의심,이젠 내 인생의 모든 결정에 대해 후회할 것 같아.,,
불안,의심,나는 늘 내가 하는 모든 일에 비판적이고 회의적이야.,,
불안,의심,이젠 이 세상의 어떤 진실도 믿을 수가 없어.,,
불안,의심,혹시 내가 잘못된 사람과 함께하고 있는 건 아닐까?,,
불안,의심,너의 약속이 진심인지 자꾸만 재차 확인하게 돼.,,
불안,의심,이젠 내 마음이 너무 복잡해서 스스로를 이해할 수가 없어.,,
불안,의심,나는 늘 내가 남들에게 피해를 줄까 봐 염려돼.,,
불안,의심,이젠 내가 가진 모든 것이 나에게 불리하게 작용할 것 같아.,,
불안,의심,혹시 내가 이 상황을 지나치게 단순화한 건 아닐까?,,
불안,의심,너의 침묵이 나에게는 가장 큰 불신으로 다가와.,,
불안,의심,이젠 내 존재 자체가 나에게는 가장 큰 질문이야.,,
불안,의심,나는 늘 내가 가진 것에 대해 충분한 자격이 없다고 느껴.,,
불안,의심,이젠 내 주변의 모든 것이 나를 속이려고 계획하는 것 같아.,,
불안,의심,혹시 내 노력이 결국 헛수고로 끝나는 건 아닐까?,,
불안,의심,너의 애매한 태도가 나를 더욱 불안하게 만들어.,,
불안,의심,이젠 내 인생의 다음 단계가 완전히 불확실해.,,
불안,의심,나는 늘 내가 가진 모든 장점에 대해 겸손해지려고 해.,,
불안,의심,이젠 내가 가진 모든 것이 무의미하다고 느껴져.,,
불안,의심,혹시 내가 이 상황을 너무 늦게 파악한 건 아닐까?,,
불안,의심,너의 행동이 나에게 혼란을 주고 있다는 것을 알아야 해.,,
불안,의심,이젠 내 마음속에 어떤 믿음도 남아있지 않아.,,
불안,의심,나는 늘 내가 가진 모든 것을 의심의 눈초리로 봐.,,
불안,의심,이젠 내 주변의 모든 상황이 나에게 불리하게 돌아가고 있어.,,
불안,의심,혹시 이 모든 것이 나에게만 일어나는 불행은 아닐까?,,
