스트레스,무기력,머릿속이 멍해서 아무 생각도 안 들어.
스트레스,무기력,그냥 가만히 누워 있고 싶어.
스트레스,무기력,일을 시작하려다 그냥 포기했어.
스트레스,무기력,기운이 빠져서 말하기도 귀찮아.
스트레스,무기력,일어나기조차 버겁게 느껴져.
스트레스,무기력,피로가 누적돼서 하루 종일 축 처져 있었어.
스트레스,무기력,집중하려 해도 눈이 자꾸 감겨.
스트레스,무기력,조금만 움직여도 금방 지쳐.
스트레스,무기력,아무리 자도 피곤이 풀리지 않아.
스트레스,무기력,정신이 멍해서 아무 일도 하기 싫어.
스트레스,무기력,머리가 텅 빈 느낌이야.
스트레스,무기력,아무리 노력해도 의욕이 돌아오질 않아.
스트레스,무기력,오늘은 그냥 아무 생각 없이 있고 싶어.
스트레스,무기력,일을 미루고 싶지만 미룰 수도 없어.
스트레스,무기력,하루 종일 멍하게 보내버렸어.
스트레스,무기력,손에 힘이 안 들어가서 일하기가 어렵다.
스트레스,무기력,머릿속이 멍하고 시간만 흘러가.
스트레스,무기력,일정이 많은데 아무 힘이 나질 않아.
스트레스,무기력,기운이 없어서 집중이 안 돼.
스트레스,무기력,쉬고 싶은데 쉴 힘도 없어.
스트레스,무기력,하루가 너무 길게 느껴져.
스트레스,무기력,에너지가 완전히 바닥난 기분이야.
스트레스,무기력,머릿속이 흐릿하고 몸이 무겁다.
스트레스,무기력,아무 일도 하지 않았는데 피곤해.
스트레스,무기력,그냥 멍하니 앉아만 있었어.
스트레스,무기력,일을 시작할 마음조차 안 생겨.
스트레스,무기력,계속 피곤하니까 아무것도 하고 싶지 않아.
스트레스,무기력,눈은 떠 있지만 정신은 멍해.
스트레스,무기력,잠은 잤는데도 피로가 그대로야.
스트레스,무기력,기운이 없어서 대답하기도 귀찮아.
스트레스,무기력,머릿속이 안 돌아가서 멍하니 있었어.
스트레스,무기력,해야 할 일이 떠올라서 더 피곤해.
스트레스,무기력,아무것도 하기 싫은 하루야.
스트레스,무기력,몸이 말을 안 들어.
스트레스,무기력,그냥 누워만 있고 싶어.
스트레스,무기력,손가락 하나 까딱하기 싫을 정도야.
스트레스,무기력,피곤해서 아무 생각도 안 들어.
스트레스,무기력,일어나서 움직이는 게 고역이야.
스트레스,무기력,쉬어도 피곤이 쌓이는 기분이야.
스트레스,무기력,머릿속이 하얘서 집중이 안 돼.
스트레스,무기력,하루 종일 앉아 있었는데도 힘들다.
스트레스,무기력,조금만 일해도 금방 지친다.
스트레스,무기력,기운이 없어서 그냥 멍하니 있었어.
스트레스,무기력,오늘은 아무것도 하기 싫어.
스트레스,무기력,아무 일도 안 했는데 피곤해.
스트레스,무기력,마음은 급한데 몸이 따라주지 않아.
스트레스,무기력,머리가 멍하고 아무 집중도 안 돼.
스트레스,무기력,하루 종일 눕고 싶다는 생각만 했어.
스트레스,무기력,기운이 빠져서 아무 말도 하기 싫어.
스트레스,무기력,하루 종일 의자에 붙어 있었어.
스트레스,무기력,움직이기조차 귀찮은 날이야.
스트레스,무기력,몸도 마음도 전혀 힘이 안 나.
스트레스,무기력,일을 하려다가 자꾸 멈춰버려.
스트레스,무기력,뭘 해도 피곤이 사라지질 않아.
스트레스,무기력,의욕이 바닥나서 손도 안 움직여.
스트레스,무기력,잠시 쉬었는데도 계속 피곤해.
스트레스,무기력,정신이 멍해서 일에 집중이 안 돼.
스트레스,무기력,몸이 축 늘어져서 아무것도 못 하겠어.
스트레스,무기력,일을 하려다가 그냥 눕고 말았어.
스트레스,무기력,몸이 너무 피곤해서 눈을 뜨기조차 힘들어.
스트레스,무기력,계속 졸리고 피곤한 하루야.
스트레스,무기력,머리가 멍하고 아무 생각이 안 나.
스트레스,무기력,기운이 없어서 대화하기도 귀찮아.
스트레스,무기력,그냥 가만히 있고 싶어.
스트레스,무기력,일을 시작하기가 너무 버거워.
스트레스,무기력,정신이 멍해서 하루가 그냥 흘러가.
스트레스,무기력,피곤이 쌓여서 아무 일도 하기 싫어.
스트레스,무기력,일을 봐도 손이 안 움직여.
스트레스,무기력,아무 일도 안 했는데 몸이 무겁다.
스트레스,무기력,일 생각만 해도 피곤이 밀려와.
스트레스,무기력,오늘은 그냥 아무 일도 안 하고 싶어.
스트레스,무기력,몸이 축 늘어져서 가만히 있고 싶어.
스트레스,무기력,아무 의욕이 없어서 시간만 흘러가.
스트레스,무기력,머릿속이 텅 비어 있는 느낌이야.
스트레스,무기력,계속 멍하니 앉아만 있었어.
스트레스,무기력,하루 종일 아무 일도 하지 못했어.
스트레스,무기력,기운이 빠져서 대답하기도 귀찮아.
스트레스,무기력,몸이 너무 피곤해서 일할 힘이 안 나.
스트레스,무기력,아무 의욕도 안 나고 그냥 눕고 싶어.
스트레스,무기력,쉬어도 피곤이 풀리지 않아.
스트레스,무기력,그냥 아무 생각 없이 멍하니 있었다.
스트레스,무기력,피곤해서 눈이 반쯤 감겼어.
스트레스,무기력,움직이기도 싫고 아무 말도 하기 싫어.
스트레스,무기력,하루 종일 누워 있었는데도 피곤해.
스트레스,무기력,오늘은 그냥 쉬고 싶다는 생각뿐이야.
스트레스,무기력,몸이 너무 무겁고 피곤해서 아무 의욕이 안 나.
스트레스,무기력,해야 할 일은 많은데 손이 안 움직여.
스트레스,무기력,기운이 없어서 말하기도 힘들어.
스트레스,무기력,그냥 하루 종일 멍하니 있었어.
스트레스,무기력,아무 생각 없이 누워만 있었어.
스트레스,무기력,머리가 멍하고 몸이 피곤해.
스트레스,무기력,일을 시작할 힘조차 없었어.
스트레스,무기력,기운이 다 빠져서 아무것도 못 하겠어.
스트레스,무기력,그냥 멍하니 시간만 보내고 있어.

스트레스,정신없음,머릿속이 복잡해서 뭐부터 해야 할지 모르겠어.
스트레스,정신없음,생각이 너무 많아서 집중이 안 돼.
스트레스,정신없음,해야 할 게 많은데 순서가 안 잡혀.
스트레스,정신없음,여러 가지 일들이 겹쳐서 헷갈려.
스트레스,정신없음,정신이 산만해서 한 가지에 집중하기 힘들어.
스트레스,정신없음,머리가 복잡해서 아무 생각도 정리가 안 돼.
스트레스,정신없음,일이 꼬이니까 뭐가 잘못된 건지도 모르겠어.
스트레스,정신없음,해야 할 일 생각하다가 다른 생각으로 새어나가.
스트레스,정신없음,생각이 너무 많아서 오히려 아무것도 못 하겠어.
스트레스,정신없음,계속 생각이 꼬리를 물어서 정리가 안 돼.
스트레스,정신없음,하던 일을 멈췄는데 이유를 모르겠어.
스트레스,정신없음,머릿속이 지저분하게 흩어져 있는 느낌이야.
스트레스,정신없음,일이 많다 보니 뭐가 급한지도 모르겠어.
스트레스,정신없음,정신이 분산돼서 집중이 안 돼.
스트레스,정신없음,무슨 생각을 하고 있었는지 잊어버렸어.
스트레스,정신없음,여러 가지 생각이 동시에 떠올라서 정신없어.
스트레스,정신없음,해야 할 게 너무 많아서 머리가 하얘졌어.
스트레스,정신없음,생각이 너무 복잡해서 그냥 멍해져.
스트레스,정신없음,일이 꼬여서 뭐부터 손대야 할지 모르겠어.
스트레스,정신없음,계속 새로운 생각이 떠올라서 정리가 안 돼.
스트레스,정신없음,머릿속이 정리되지 않아서 일하기 어렵다.
스트레스,정신없음,생각이 너무 많아서 피곤해.
스트레스,정신없음,한 가지 생각에 집중하면 다른 게 밀려.
스트레스,정신없음,일이 많아서 머리가 돌아가지 않아.
스트레스,정신없음,머릿속에 일이 너무 많아서 복잡해.
스트레스,정신없음,생각을 정리하려 해도 자꾸 엉켜.
스트레스,정신없음,무슨 일을 하던 중인지 잊어버려.
스트레스,정신없음,계속 생각이 끊기고 다시 이어지고 반복돼.
스트레스,정신없음,하나를 하다 보면 다른 생각이 끼어들어.
스트레스,정신없음,머릿속이 복잡해서 일의 우선순위를 못 정하겠어.
스트레스,정신없음,할 게 너무 많아서 멍해진다.
스트레스,정신없음,일이 너무 많아서 머리가 터질 것 같아.
스트레스,정신없음,하나를 하다 보면 다른 일이 떠올라서 멈춰버려.
스트레스,정신없음,생각이 너무 꼬여서 뭐가 문제인지 모르겠어.
스트레스,정신없음,무슨 얘길 하다 말았는지 기억이 안 나.
스트레스,정신없음,하던 일을 놓고 다시 시작하기가 어려워.
스트레스,정신없음,정신이 산만해서 집중이 깨진다.
스트레스,정신없음,생각이 많아서 대답이 느려져.
스트레스,정신없음,일을 하다가도 딴생각이 나서 멈춰버려.
스트레스,정신없음,계속 머릿속이 어지러워서 아무것도 하기 싫어.
스트레스,정신없음,하루 종일 생각만 하다가 지친 느낌이야.
스트레스,정신없음,머릿속이 너무 시끄러워서 조용히 있고 싶어.
스트레스,정신없음,무슨 말을 하려다가 자꾸 까먹어.
스트레스,정신없음,일이 많아서 생각할 틈이 없어.
스트레스,정신없음,정신이 분주해서 쉬는 것도 어렵다.
스트레스,정신없음,생각이 꼬여서 말이 잘 안 나와.
스트레스,정신없음,하던 일과 해야 할 일이 섞여버렸어.
스트레스,정신없음,머릿속이 너무 복잡해서 멈춰 서 있었다.
스트레스,정신없음,계속 머릿속이 빙빙 도는 기분이야.
스트레스,정신없음,할 게 많아서 어디부터 해야 할지 모르겠어.
스트레스,정신없음,생각이 많다 보니 피로가 더 쌓여.
스트레스,정신없음,하루 종일 정신이 흐트러져 있었어.
스트레스,정신없음,해야 할 일을 떠올리면 또 다른 게 생각나.
스트레스,정신없음,정신이 산만해서 집중을 유지하기 어렵다.
스트레스,정신없음,생각이 꼬리를 물고 이어져서 복잡해.
스트레스,정신없음,일이 너무 많아서 머릿속이 엉켜버렸어.
스트레스,정신없음,하던 말이 자꾸 끊겨서 대화가 어려워.
스트레스,정신없음,생각이 너무 많아서 잠이 안 와.
스트레스,정신없음,머릿속에 정리가 안 돼서 답답해.
스트레스,정신없음,일에 몰입하려고 해도 다른 생각이 떠올라.
스트레스,정신없음,정신이 복잡해서 말도 꼬이는 것 같아.
스트레스,정신없음,생각이 엉켜서 마음이 산만해.
스트레스,정신없음,해야 할 일을 적다가 멈춰버렸어.
스트레스,정신없음,생각을 정리하려고 하면 더 꼬여.
스트레스,정신없음,하나에 집중하려 해도 다른 게 신경 쓰여.
스트레스,정신없음,머릿속이 너무 복잡해서 말이 더뎌져.
스트레스,정신없음,계속 무언가를 놓치고 있는 기분이야.
스트레스,정신없음,해야 할 일들이 머릿속을 빙빙 돌아.
스트레스,정신없음,생각을 멈추고 싶은데 멈춰지지가 않아.
스트레스,정신없음,머릿속이 정리되지 않아 자꾸 실수해.
스트레스,정신없음,정신이 분주해서 한 가지도 제대로 못 해.
스트레스,정신없음,하던 일을 다시 시작하기가 버겁다.
스트레스,정신없음,계속 생각이 이어져서 쉬는 게 힘들다.
스트레스,정신없음,생각이 많아져서 머릿속이 복잡하다.
스트레스,정신없음,해야 할 일을 생각하면 더 정신이 없다.
스트레스,정신없음,일이 많아서 마음이 분주해.
스트레스,정신없음,무슨 얘기를 하려다가 잊어버렸어.
스트레스,정신없음,계속 머릿속이 산만하게 흘러가.
스트레스,정신없음,일이 꼬이니까 뭐가 잘못인지 모르겠어.
스트레스,정신없음,생각이 꼬여서 정리가 안 돼.
스트레스,정신없음,머릿속이 복잡해서 집중이 안 돼.
스트레스,정신없음,하루 종일 생각만 하다 끝났어.
스트레스,정신없음,계속 다른 생각이 끼어들어서 피곤해.
스트레스,정신없음,생각이 너무 많아서 아무 일도 못 하겠어.
스트레스,정신없음,정신이 분산돼서 집중하기 어려워.
스트레스,정신없음,머릿속이 너무 시끄러워서 조용히 있고 싶어.
스트레스,정신없음,계속 다른 생각에 끌려가서 집중이 깨져.
스트레스,정신없음,일이 많다 보니 생각이 뒤죽박죽이야.
스트레스,정신없음,생각이 꼬여서 말이 느려져.
스트레스,정신없음,머릿속이 너무 어수선해서 피곤해.
스트레스,정신없음,계속 집중이 흐트러지고 산만해.
스트레스,정신없음,해야 할 게 많아서 정신이 없다.
스트레스,정신없음,생각이 많아서 머릿속이 어질러졌어.
스트레스,정신없음,계속 딴생각이 나서 일에 집중이 안 돼.
스트레스,정신없음,머릿속이 복잡해서 그냥 쉬고 싶어.
스트레스,정신없음,생각이 많아서 피곤이 배로 쌓여.
스트레스,정신없음,무슨 생각을 했는지 기억이 안 나.
스트레스,정신없음,일이 너무 많아서 정신이 산만해.
